fen,evaluation
8/b1q3k1/3p4/3Pp1p1/1Pr2pNp/5P1P/6PK/2R1Q3 w - - 2 75,82
8/b1q3k1/3p4/3Pp1p1/1PR2pNp/5P1P/6PK/4Q3 b - - 0 75,43
8/b5k1/3p4/3Pp1p1/1Pq2pNp/5P1P/6PK/4Q3 w - - 0 76,12
8/b5k1/3p4/3PN1p1/1Pq2p1p/5P1P/6PK/4Q3 b - - 0 76,14
8/b5k1/3p4/3qN1p1/1P3p1p/5P1P/6PK/4Q3 w - - 0 77,14
8/b5k1/3p4/3q2p1/1P3pNp/5P1P/6PK/4Q3 b - - 1 77,0
8/b4k2/3p4/3q2p1/1P3pNp/5P1P/6PK/4Q3 w - - 2 78,0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,33
rnbqkb1r/pppppppp/5n2/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,116
rnbqkb1r/pppppppp/5n2/4P3/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,123
rnbqkb1r/pppppppp/8/3nP3/8/8/PPPP1PPP/RNBQKBNR w KQkq - 1 3,52
rnbqkb1r/pppppppp/8/3nP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,60
rnbqkb1r/ppp1pppp/3p4/3nP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4,58
rnbqkb1r/ppp1pppp/3p4/3nP3/2PP4/8/PP3PPP/RNBQKBNR b KQkq - 0 4,46
rnbqkb1r/ppp1pppp/1n1p4/4P3/2PP4/8/PP3PPP/RNBQKBNR w KQkq - 1 5,61
rnbqkb1r/ppp1pppp/1n1P4/8/2PP4/8/PP3PPP/RNBQKBNR b KQkq - 0 5,55
rnbqkb1r/pp2pppp/1n1p4/8/2PP4/8/PP3PPP/RNBQKBNR w KQkq - 0 6,68
rnbqkb1r/pp2pppp/1n1p4/8/2PP4/2N5/PP3PPP/R1BQKBNR b KQkq - 1 6,69
rnbqkb1r/pp2pp1p/1n1p2p1/8/2PP4/2N5/PP3PPP/R1BQKBNR w KQkq - 0 7,73
rnbqkb1r/pp2pp1p/1n1p2p1/8/2PP3P/2N5/PP3PP1/R1BQKBNR b KQkq - 0 7,32
rnbqkb1r/pp2pp2/1n1p2pp/8/2PP3P/2N5/PP3PP1/R1BQKBNR w KQkq - 0 8,87
rnbqkb1r/pp2pp2/1n1p2pp/8/2PP3P/2N1B3/PP3PP1/R2QKBNR b KQkq - 1 8,87
rnbqk2r/pp2ppb1/1n1p2pp/8/2PP3P/2N1B3/PP3PP1/R2QKBNR w KQkq - 2 9,95
rnbqk2r/pp2ppb1/1n1p2pp/8/2PP3P/2N1B3/PP1Q1PP1/R3KBNR b KQkq - 3 9,97
r1bqk2r/pp2ppb1/1nnp2pp/8/2PP3P/2N1B3/PP1Q1PP1/R3KBNR w KQkq - 4 10,104
r1bqk2r/pp2ppb1/1nnp2pp/3P4/2P4P/2N1B3/PP1Q1PP1/R3KBNR b KQkq - 0 10,84
r1bqk2r/pp2ppb1/1n1p2pp/3Pn3/2P4P/2N1B3/PP1Q1PP1/R3KBNR w KQkq - 1 11,88
r1bqk2r/pp2ppb1/1n1p2pp/3Pn3/2P4P/1PN1B3/P2Q1PP1/R3KBNR b KQkq - 0 11,95
r1bqk2r/pp1nppb1/3p2pp/3Pn3/2P4P/1PN1B3/P2Q1PP1/R3KBNR w KQkq - 1 12,83
r1bqk2r/pp1nppb1/3p2pp/3Pn3/2P4P/1PN1BP2/P2Q2P1/R3KBNR b KQkq - 0 12,22
r1bqk2r/pp2ppb1/3p2pp/2nPn3/2P4P/1PN1BP2/P2Q2P1/R3KBNR w KQkq - 1 13,52
r1bqk2r/pp2ppb1/3p2pp/2nPn3/2P4P/1PN1BP1N/P2Q2P1/R3KB1R b KQkq - 2 13,60
r2qk2r/pp2ppb1/3p2pp/2nPnb2/2P4P/1PN1BP1N/P2Q2P1/R3KB1R w KQkq - 3 14,84
r2qk2r/pp2ppb1/3p2pp/2nPnb2/2P4P/1PN1BP2/P2Q1NP1/R3KB1R b KQkq - 4 14,82
r2qk2r/p3ppb1/3p2pp/1pnPnb2/2P4P/1PN1BP2/P2Q1NP1/R3KB1R w KQkq - 0 15,130
r2qk2r/p3ppb1/3p2pp/1PnPnb2/7P/1PN1BP2/P2Q1NP1/R3KB1R b KQkq - 0 15,131
r3k2r/p3ppb1/3p2pp/qPnPnb2/7P/1PN1BP2/P2Q1NP1/R3KB1R w KQkq - 1 16,132
r3k2r/p3ppb1/3p2pp/qPnPnb2/7P/1PN1BP2/P2Q1NP1/2R1KB1R b Kkq - 2 16,158
r4rk1/p3ppb1/3p2pp/qPnPnb2/7P/1PN1BP2/P2Q1NP1/2R1KB1R w K - 3 17,176
r4rk1/p3ppb1/3p2pp/qPnPnb2/N6P/1P2BP2/P2Q1NP1/2R1KB1R b K - 4 17,189
r2q1rk1/p3ppb1/3p2pp/1PnPnb2/N6P/1P2BP2/P2Q1NP1/2R1KB1R w K - 5 18,270
r2q1rk1/p3ppb1/3p2pp/1PNPnb2/7P/1P2BP2/P2Q1NP1/2R1KB1R b K - 0 18,287
r2q1rk1/p3ppb1/6pp/1PpPnb2/7P/1P2BP2/P2Q1NP1/2R1KB1R w K - 0 19,274
r2q1rk1/p3ppb1/6pp/1PpPnb2/5P1P/1P2B3/P2Q1NP1/2R1KB1R b K - 0 19,208
r2q1rk1/p3ppb1/6pp/1PpP1b2/5PnP/1P2B3/P2Q1NP1/2R1KB1R w K - 1 20,213
r2q1rk1/p3ppb1/6pp/1PpP1b2/5PNP/1P2B3/P2Q2P1/2R1KB1R b K - 0 20,217
r2q1rk1/p3ppb1/6pp/1PpP4/5PbP/1P2B3/P2Q2P1/2R1KB1R w K - 0 21,202
r2q1rk1/p3ppb1/6pp/1PRP4/5PbP/1P2B3/P2Q2P1/4KB1R b K - 0 21,204
r2q1rk1/p4pb1/6pp/1PRPp3/5PbP/1P2B3/P2Q2P1/4KB1R w K e6 0 22,189
r2q1rk1/p4pb1/6pp/1PRPpP2/6bP/1P2B3/P2Q2P1/4KB1R b K - 0 22,173
r2q1rk1/p4pb1/7p/1PRPpp2/6bP/1P2B3/P2Q2P1/4KB1R w K - 0 23,179
r2q1rk1/p4pb1/7B/1PRPpp2/6bP/1P6/P2Q2P1/4KB1R b K - 0 23,107
r2q1rk1/p4pb1/7B/1PRPp3/5pbP/1P6/P2Q2P1/4KB1R w K - 0 24,169
r2q1rk1/p4pB1/8/1PRPp3/5pbP/1P6/P2Q2P1/4KB1R b K - 0 24,188
r2q1r2/p4pk1/8/1PRPp3/5pbP/1P6/P2Q2P1/4KB1R w K - 0 25,187
r2q1r2/p4pk1/8/1PRPp3/5pbP/1P6/P2QB1P1/4K2R b K - 1 25,154
r2q1r2/p2b1pk1/8/1PRPp3/5p1P/1P6/P2QB1P1/4K2R w K - 2 26,169
r2q1r2/p2b1pk1/8/1PRPp3/5p1P/1PQ5/P3B1P1/4K2R b K - 3 26,179
r4r2/p2b1pk1/5q2/1PRPp3/5p1P/1PQ5/P3B1P1/4K2R w K - 4 27,181
r4r2/p2b1pk1/5q2/1PRPp3/1P3p1P/2Q5/P3B1P1/4K2R b K - 0 27,154
r5r1/p2b1pk1/5q2/1PRPp3/1P3p1P/2Q5/P3B1P1/4K2R w K - 1 28,168
r5r1/p2b1pk1/5q2/1PRPp3/1P3p1P/2Q2B2/P5P1/4K2R b K - 2 28,20
r5r1/p2b1pk1/5q2/1PRP4/1P2pp1P/2Q2B2/P5P1/4K2R w K - 0 29,-3
r5r1/p2b1pk1/5q2/1PRP4/1P2pp1P/2Q5/P3B1P1/4K2R b K - 1 29,-22
r5r1/p2b1pk1/8/1PRP4/1P2pp1P/2q5/P3B1P1/4K2R w K - 0 30,-2
r5r1/p2b1pk1/8/1P1P4/1P2pp1P/2R5/P3B1P1/4K2R b K - 0 30,-21
r5r1/p2b1p2/5k2/1P1P4/1P2pp1P/2R5/P3B1P1/4K2R w K - 1 31,-20
r5r1/p2b1p2/5k2/1P1P4/1P2pp1P/2R5/P3B1PR/4K3 b - - 2 31,79
2r3r1/p2b1p2/5k2/1P1P4/1P2pp1P/2R5/P3B1PR/4K3 w - - 3 32,119
2r3r1/p2b1p2/5k2/1PRP4/1P2pp1P/8/P3B1PR/4K3 b - - 4 32,117
2r3r1/p2b1p2/8/1PRPk3/1P2pp1P/8/P3B1PR/4K3 w - - 5 33,141
2r3r1/p2b1p2/8/1PRPk2P/1P2pp2/8/P3B1PR/4K3 b - - 0 33,145
2r3r1/p2b1p2/8/1PRP3P/1P1kpp2/8/P3B1PR/4K3 w - - 1 34,159
2r3r1/p2b1p2/7P/1PRP4/1P1kpp2/8/P3B1PR/4K3 b - - 0 34,151
6r1/p2b1p2/7P/1PrP4/1P1kpp2/8/P3B1PR/4K3 w - - 0 35,144
6r1/p2b1p2/7P/1PPP4/3kpp2/8/P3B1PR/4K3 b - - 0 35,119
6r1/p2b1p2/7P/1PkP4/4pp2/8/P3B1PR/4K3 w - - 0 36,119
6r1/p2b1p2/7P/1PkP4/4pp1R/8/P3B1P1/4K3 b - - 1 36,99
6r1/p2b4/7P/1PkP1p2/4pp1R/8/P3B1P1/4K3 w - - 0 37,125
6r1/p2b3P/8/1PkP1p2/4pp1R/8/P3B1P1/4K3 b - - 0 37,120
7r/p2b3P/8/1PkP1p2/4pp1R/8/P3B1P1/4K3 w - - 1 38,111
7r/p2b3P/7R/1PkP1p2/4pp2/8/P3B1P1/4K3 b - - 2 38,61
7r/p2b3P/7R/1P1k1p2/4pp2/8/P3B1P1/4K3 w - - 0 39,65
7r/p2b3P/7R/1P1k1p2/4pp2/8/P2KB1P1/8 b - - 1 39,46
7r/p2b3P/7R/1Pk2p2/4pp2/8/P2KB1P1/8 w - - 2 40,51
7r/p2b3P/7R/1Pk2p2/P3pp2/8/3KB1P1/8 b - - 0 40,39
7r/p2b3P/7R/1P3p2/Pk2pp2/8/3KB1P1/8 w - - 1 41,42
7r/p2b3P/R7/1P3p2/Pk2pp2/8/3KB1P1/8 b - - 2 41,12
8/p2b3r/R7/1P3p2/Pk2pp2/8/3KB1P1/8 w - - 0 42,10
8/R2b3r/8/1P3p2/Pk2pp2/8/3KB1P1/8 b - - 0 42,11
8/R2b3r/8/1P3p2/Pk3p2/4p3/3KB1P1/8 w - - 0 43,5
8/R2b3r/8/1P3p2/Pk3p2/4p3/2K1B1P1/8 b - - 1 43,-3
8/R6r/8/1b3p2/Pk3p2/4p3/2K1B1P1/8 w - - 0 44,1
8/7R/8/1b3p2/Pk3p2/4p3/2K1B1P1/8 b - - 0 44,0
8/7R/8/5p2/Pk3p2/4p3/2K1b1P1/8 w - - 0 45,0
8/5R2/8/5p2/Pk3p2/4p3/2K1b1P1/8 b - - 1 45,0
8/5R2/8/5p2/Pk6/4pp2/2K1b1P1/8 w - - 0 46,16
8/5R2/8/5p2/Pk6/4pP2/2K1b3/8 b - - 0 46,11
8/5R2/8/5p2/Pk6/4pb2/2K5/8 w - - 0 47,13
8/5R2/8/5p2/Pk6/3Kpb2/8/8 b - - 1 47,6
8/5R2/8/5p2/Pk2b3/3Kp3/8/8 w - - 2 48,49
8/5R2/8/5p2/Pk2b3/4K3/8/8 b - - 0 48,48
8/5R2/8/5p2/k3b3/4K3/8/8 w - - 0 49,38
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,18
rnbqkbnr/pp1ppppp/8/2p5/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,34
rnbqkbnr/pp1ppppp/8/2p5/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq - 0 2,0
rnbqkbnr/pp1ppp1p/6p1/2p5/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3,12
rnbqkbnr/pp1ppp1p/6p1/2p5/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 1 3,6
rnbqk1nr/pp1pppbp/6p1/2p5/8/5NP1/PPPPPPBP/RNBQK2R w KQkq - 2 4,9
rnbqk1nr/pp1pppbp/6p1/2p5/8/5NP1/PPPPPPBP/RNBQ1RK1 b kq - 3 4,8
r1bqk1nr/pp1pppbp/2n3p1/2p5/8/5NP1/PPPPPPBP/RNBQ1RK1 w kq - 4 5,14
r1bqk1nr/pp1pppbp/2n3p1/2p5/2P5/5NP1/PP1PPPBP/RNBQ1RK1 b kq - 0 5,10
r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/2P5/5NP1/PP1PPPBP/RNBQ1RK1 w kq - 0 6,4
r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/2P5/2N2NP1/PP1PPPBP/R1BQ1RK1 b kq - 1 6,5
r1bqk2r/pp1pnpbp/2n1p1p1/2p5/2P5/2N2NP1/PP1PPPBP/R1BQ1RK1 w kq - 2 7,0
r1bqk2r/pp1pnpbp/2n1p1p1/2p5/2P5/2N1PNP1/PP1P1PBP/R1BQ1RK1 b kq - 0 7,0
r1bq1rk1/pp1pnpbp/2n1p1p1/2p5/2P5/2N1PNP1/PP1P1PBP/R1BQ1RK1 w - - 1 8,2
r1bq1rk1/pp1pnpbp/2n1p1p1/2p5/2PP4/2N1PNP1/PP3PBP/R1BQ1RK1 b - - 0 8,-3
r1bq1rk1/pp1pnpbp/2n1p1p1/8/2Pp4/2N1PNP1/PP3PBP/R1BQ1RK1 w - - 0 9,5
r1bq1rk1/pp1pnpbp/2n1p1p1/8/2PN4/2N1P1P1/PP3PBP/R1BQ1RK1 b - - 0 9,6
r1bq1rk1/pp1pnpbp/4p1p1/8/2Pn4/2N1P1P1/PP3PBP/R1BQ1RK1 w - - 0 10,24
r1bq1rk1/pp1pnpbp/4p1p1/8/2PP4/2N3P1/PP3PBP/R1BQ1RK1 b - - 0 10,22
r1bq1rk1/pp2npbp/3pp1p1/8/2PP4/2N3P1/PP3PBP/R1BQ1RK1 w - - 0 11,25
r1bq1rk1/pp2npbp/3pp1p1/3P4/2P5/2N3P1/PP3PBP/R1BQ1RK1 b - - 0 11,23
r1bq1rk1/pp2npbp/3p2p1/3Pp3/2P5/2N3P1/PP3PBP/R1BQ1RK1 w - - 0 12,46
r1bq1rk1/pp2npbp/3p2p1/3Pp3/2P5/1PN3P1/P4PBP/R1BQ1RK1 b - - 0 12,44
r1bq1rk1/pp2npbp/3p2p1/3P4/2P1p3/1PN3P1/P4PBP/R1BQ1RK1 w - - 0 13,103
r1bq1rk1/pp2npbp/3p2p1/3P4/2P1p3/1PN3P1/PB3PBP/R2Q1RK1 b - - 1 13,100
r1bq1rk1/pp2n1bp/3p2p1/3P1p2/2P1p3/1PN3P1/PB3PBP/R2Q1RK1 w - - 0 14,91
r1bq1rk1/pp2n1bp/3p2p1/3P1p2/2P1p3/1PN3P1/PB1Q1PBP/R4RK1 b - - 1 14,82
r1bq1rk1/pp2n1b1/3p2pp/3P1p2/2P1p3/1PN3P1/PB1Q1PBP/R4RK1 w - - 0 15,110
r1bq1rk1/pp2n1b1/3p2pp/1N1P1p2/2P1p3/1P4P1/PB1Q1PBP/R4RK1 b - - 1 15,97
r1bq1rk1/pp2n3/3p2pp/1N1P1p2/2P1p3/1P4P1/Pb1Q1PBP/R4RK1 w - - 0 16,97
r1bq1rk1/pp2n3/3p2pp/1N1P1p2/2P1p3/1P4P1/PQ3PBP/R4RK1 b - - 0 16,93
r1bq1rk1/1p2n3/p2p2pp/1N1P1p2/2P1p3/1P4P1/PQ3PBP/R4RK1 w - - 0 17,98
r1bq1rk1/1p2n3/p2p2pp/3P1p2/2PNp3/1P4P1/PQ3PBP/R4RK1 b - - 1 17,90
r1bq1rk1/1p2n3/p2p3p/3P1pp1/2PNp3/1P4P1/PQ3PBP/R4RK1 w - - 0 18,88
r1bq1rk1/1p2n3/p2p3p/3P1pp1/2PNp3/1P3PP1/PQ4BP/R4RK1 b - - 0 18,93
r1bq1rk1/1p2n3/p2p3p/3P1pp1/2PN4/1P3pP1/PQ4BP/R4RK1 w - - 0 19,140
r1bq1rk1/1p2n3/p2p3p/3P1pp1/2PN4/1P3BP1/PQ5P/R4RK1 b - - 0 19,175
r1bq1rk1/1p6/p2p2np/3P1pp1/2PN4/1P3BP1/PQ5P/R4RK1 w - - 1 20,139
r1bq1rk1/1p6/p2pN1np/3P1pp1/2P5/1P3BP1/PQ5P/R4RK1 b - - 2 20,148
r2q1rk1/1p6/p2pb1np/3P1pp1/2P5/1P3BP1/PQ5P/R4RK1 w - - 0 21,159
r2q1rk1/1p6/p2pP1np/5pp1/2P5/1P3BP1/PQ5P/R4RK1 b - - 0 21,159
r4rk1/1p2q3/p2pP1np/5pp1/2P5/1P3BP1/PQ5P/R4RK1 w - - 1 22,137
r4rk1/1p2q3/p2pP1np/3B1pp1/2P5/1P4P1/PQ5P/R4RK1 b - - 2 22,137
r4rk1/1p2q3/p2pP1np/3B2p1/2P2p2/1P4P1/PQ5P/R4RK1 w - - 0 23,140
r4rk1/1p2q3/p2pP1np/3B2p1/2P2p2/1P4P1/P5QP/R4RK1 b - - 1 23,90
r5k1/1p2q3/p2pPrnp/3B2p1/2P2p2/1P4P1/P5QP/R4RK1 w - - 2 24,130
r5k1/1B2q3/p2pPrnp/6p1/2P2p2/1P4P1/P5QP/R4RK1 b - - 0 24,129
5rk1/1B2q3/p2pPrnp/6p1/2P2p2/1P4P1/P5QP/R4RK1 w - - 1 25,134
5rk1/4q3/p2pPrnp/3B2p1/2P2p2/1P4P1/P5QP/R4RK1 b - - 2 25,127
5r1k/4q3/p2pPrnp/3B2p1/2P2p2/1P4P1/P5QP/R4RK1 w - - 3 26,162
5r1k/4q3/p2pPrnp/3B2p1/2P2p2/1P4P1/P5QP/R4R1K b - - 4 26,151
5r1k/4q3/p2pPr1p/3Bn1p1/2P2p2/1P4P1/P5QP/R4R1K w - - 5 27,139
5r1k/4q3/p2pPr1p/3Bn1p1/2P2P2/1P6/P5QP/R4R1K b - - 0 27,140
5r1k/4q3/p2pPr1p/3Bn3/2P2p2/1P6/P5QP/R4R1K w - - 0 28,131
5r1k/4q3/p2pPr1p/3Bn3/2P2p2/1P5Q/P6P/R4R1K b - - 1 28,126
5r1k/4q3/p2pPr1p/3Bn3/2P5/1P3p1Q/P6P/R4R1K w - - 0 29,135
5r1k/4q3/p2pPr1p/3Bn3/2P5/1P3p1Q/P6P/3R1R1K b - - 1 29,88
5r1k/7q/p2pPr1p/3Bn3/2P5/1P3p1Q/P6P/3R1R1K w - - 2 30,170
5r1k/7q/p2pPr1p/3Bn3/2PR4/1P3p1Q/P6P/5R1K b - - 3 30,116
5r1k/7q/p2pPr1p/3Bn3/2PR4/1P5Q/P4p1P/5R1K w - - 0 31,125
5r1k/7q/p2pPr1p/3Bn3/2P4R/1P5Q/P4p1P/5R1K b - - 1 31,54
6rk/7q/p2pPr1p/3Bn3/2P4R/1P5Q/P4p1P/5R1K w - - 2 32,0
6rk/7q/p2pPr1p/4n3/2P1B2R/1P5Q/P4p1P/5R1K b - - 3 32,-101
6rk/6q1/p2pPr1p/4n3/2P1B2R/1P5Q/P4p1P/5R1K w - - 4 33,-67
6rk/6q1/p2pPr1p/4n3/2P4R/1P5Q/P4pBP/5R1K b - - 5 33,-105
6rk/6q1/p2pPr1p/8/2P4R/1P3n1Q/P4pBP/5R1K w - - 6 34,-281
6rk/6q1/p2pPr1p/7R/2P5/1P3n1Q/P4pBP/5R1K b - - 7 34,-306
6rk/6q1/p2pPr1p/7R/2P5/1P5Q/P2n1pBP/5R1K w - - 8 35,179
6rk/6q1/p2pPr1p/7R/2P5/1P5Q/P2n1RBP/7K b - - 0 35,237
6rk/6q1/p2pP1rp/7R/2P5/1P5Q/P2n1RBP/7K w - - 1 36,236
6rk/6q1/p2pP1rp/5R2/2P5/1P5Q/P2n1RBP/7K b - - 2 36,-813
6rk/8/p2pP1rp/5R2/2P5/1P5Q/P2n1RBP/q6K w - - 3 37,-868
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,32
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,23
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,29
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,32
r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,37
r1bqkbnr/1ppp1ppp/p1n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,35
r1bqkbnr/1ppp1ppp/p1n5/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 4,34
r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 5,29
r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 3 5,41
r1bqk2r/1pppbppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 4 6,44
r1bqk2r/1pppbppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQR1K1 b kq - 5 6,42
r1bqk2r/2ppbppp/p1n2n2/1p2p3/B3P3/5N2/PPPP1PPP/RNBQR1K1 w kq - 0 7,43
r1bqk2r/2ppbppp/p1n2n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 b kq - 1 7,44
r1bq1rk1/2ppbppp/p1n2n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 w - - 2 8,50
r1bq1rk1/2ppbppp/p1n2n2/1p2p3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 b - - 0 8,53
r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 w - - 0 9,38
r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/1BP2N1P/PP1P1PP1/RNBQR1K1 b - - 0 9,40
r1bq1rk1/2p1bppp/p2p1n2/np2p3/4P3/1BP2N1P/PP1P1PP1/RNBQR1K1 w - - 1 10,65
r1bq1rk1/2p1bppp/p2p1n2/np2p3/4P3/2P2N1P/PPBP1PP1/RNBQR1K1 b - - 2 10,62
r1bq1rk1/4bppp/p2p1n2/npp1p3/4P3/2P2N1P/PPBP1PP1/RNBQR1K1 w - - 0 11,51
r1bq1rk1/4bppp/p2p1n2/npp1p3/3PP3/2P2N1P/PPB2PP1/RNBQR1K1 b - - 0 11,58
r1b2rk1/2q1bppp/p2p1n2/npp1p3/3PP3/2P2N1P/PPB2PP1/RNBQR1K1 w - - 1 12,46
r1b2rk1/2q1bppp/p2p1n2/npp1p3/3PP3/2P2N1P/PPBN1PP1/R1BQR1K1 b - - 2 12,22
r1b2rk1/2q1bppp/p1np1n2/1pp1p3/3PP3/2P2N1P/PPBN1PP1/R1BQR1K1 w - - 3 13,87
r1b2rk1/2q1bppp/p1np1n2/1pP1p3/4P3/2P2N1P/PPBN1PP1/R1BQR1K1 b - - 0 13,-31
r1b2rk1/2q1bppp/p1n2n2/1pp1p3/4P3/2P2N1P/PPBN1PP1/R1BQR1K1 w - - 0 14,-18
r1b2rk1/2q1bppp/p1n2n2/1pp1p3/4P3/2P2N1P/PPB2PP1/R1BQRNK1 b - - 1 14,-2
r4rk1/2q1bppp/p1n1bn2/1pp1p3/4P3/2P2N1P/PPB2PP1/R1BQRNK1 w - - 2 15,2
r4rk1/2q1bppp/p1n1bn2/1pp1p3/4P3/2P1NN1P/PPB2PP1/R1BQR1K1 b - - 3 15,16
3r1rk1/2q1bppp/p1n1bn2/1pp1p3/4P3/2P1NN1P/PPB2PP1/R1BQR1K1 w - - 4 16,18
3r1rk1/2q1bppp/p1n1bn2/1pp1p3/4P3/2P1NN1P/PPB1QPP1/R1B1R1K1 b - - 5 16,19
3r1rk1/2q1bppp/p1n1bn2/1p2p3/2p1P3/2P1NN1P/PPB1QPP1/R1B1R1K1 w - - 0 17,26
3r1rk1/2q1bppp/p1n1bn2/1p2p1N1/2p1P3/2P1N2P/PPB1QPP1/R1B1R1K1 b - - 1 17,1
3r1rk1/2q1bpp1/p1n1bn1p/1p2p1N1/2p1P3/2P1N2P/PPB1QPP1/R1B1R1K1 w - - 0 18,2
3r1rk1/2q1bpp1/p1n1Nn1p/1p2p3/2p1P3/2P1N2P/PPB1QPP1/R1B1R1K1 b - - 0 18,-1
3r1rk1/2q1b1p1/p1n1pn1p/1p2p3/2p1P3/2P1N2P/PPB1QPP1/R1B1R1K1 w - - 0 19,-4
3r1rk1/2q1b1p1/p1n1pn1p/1p2p3/1Pp1P3/2P1N2P/P1B1QPP1/R1B1R1K1 b - b3 0 19,-155
3r1rk1/2q1b1p1/p3pn1p/1p2p3/1PpnP3/2P1N2P/P1B1QPP1/R1B1R1K1 w - - 1 20,-196
3r1rk1/2q1b1p1/p3pn1p/1p2p3/1PpPP3/4N2P/P1B1QPP1/R1B1R1K1 b - - 0 20,-211
3r1rk1/2q1b1p1/p3pn1p/1p6/1PppP3/4N2P/P1B1QPP1/R1B1R1K1 w - - 0 21,-185
3r1rk1/2q1b1p1/p3pn1p/1p6/1PppP3/P3N2P/2B1QPP1/R1B1R1K1 b - - 0 21,-232
3r1rk1/2q1b1p1/p3pn1p/1p6/1Pp1P3/P2pN2P/2B1QPP1/R1B1R1K1 w - - 0 22,-205
3r1rk1/2q1b1p1/p3pn1p/1p6/1Pp1P3/P2BN2P/4QPP1/R1B1R1K1 b - - 0 22,-204
5rk1/2q1b1p1/p3pn1p/1p6/1Pp1P3/P2rN2P/4QPP1/R1B1R1K1 w - - 0 23,-178
5rk1/2q1b1p1/p3pn1p/1p6/1Pp1P1N1/P2r3P/4QPP1/R1B1R1K1 b - - 1 23,-191
5r2/2q1b1pk/p3pn1p/1p6/1Pp1P1N1/P2r3P/4QPP1/R1B1R1K1 w - - 2 24,-172
5r2/2q1b1pk/p3pn1p/1p2P3/1Pp3N1/P2r3P/4QPP1/R1B1R1K1 b - - 0 24,-179
5r2/2q1b1pk/p3p2p/1p2P3/1Pp3n1/P2r3P/4QPP1/R1B1R1K1 w - - 0 25,-136
5r2/2q1b1pk/p3p2p/1p2P3/1Pp1Q1n1/P2r3P/5PP1/R1B1R1K1 b - - 1 25,-138
5r2/2q1b2k/p3p1pp/1p2P3/1Pp1Q1n1/P2r3P/5PP1/R1B1R1K1 w - - 0 26,-138
5r2/2q1b2k/p3p1pp/1p2P3/1Pp3Q1/P2r3P/5PP1/R1B1R1K1 b - - 0 26,-221
8/2q1b2k/p3p1pp/1p2Pr2/1Pp3Q1/P2r3P/5PP1/R1B1R1K1 w - - 1 27,-164
8/2q1b2k/p3p1pp/1p2Pr2/1Pp1Q3/P2r3P/5PP1/R1B1R1K1 b - - 2 27,-162
8/3qb2k/p3p1pp/1p2Pr2/1Pp1Q3/P2r3P/5PP1/R1B1R1K1 w - - 3 28,-147
8/3qb2k/p3p1pp/1p2Pr2/1Pp1Q3/P2rB2P/5PP1/R3R1K1 b - - 4 28,-132
8/4b2k/p3p1pp/1p1qPr2/1Pp1Q3/P2rB2P/5PP1/R3R1K1 w - - 5 29,-162
8/4b2k/p3p1pp/1p1QPr2/1Pp5/P2rB2P/5PP1/R3R1K1 b - - 0 29,-163
8/4b2k/p3p1pp/1p1rPr2/1Pp5/P3B2P/5PP1/R3R1K1 w - - 0 30,-179
8/4b2k/p3p1pp/1p1rPr2/1Pp2P2/P3B2P/6P1/R3R1K1 b - - 0 30,-198
